PTag,PId,PLocX,PLocY,PDirX,PDirY
0,177,0.814251,0.286215,0,0
0,178,0.634341,0.0290539,0,0
0,179,0.178935,0.881435,0,0
0,180,0.610917,0.00797074,0,0
0,181,0.0190985,0.0153796,0,0
0,182,0.702911,0.665477,0,0
0,183,0.860321,0.736359,0,0
0,184,0.0502415,0.0847252,0,0
0,185,0.800624,0.674065,0,0
0,186,0.534048,0.0608663,0,0
0,187,0.345211,0.114137,0,0
1,188,0.989631,0.13406,0.0142525,-0.00950224
0,189,0.834474,0.682093,0,0
1,190,0.551029,0.146136,0.00823053,-0.0154411
0,191,0.852844,0.736476,0,0
0,192,0.259424,0.400818,0,0
0,193,0.664728,0.859344,0,0
1,194,0.391226,0.951707,0.00066954,-0.0169137
0,195,0.749289,0.21811,0,0
0,196,0.414534,0.880607,0,0
0,197,0.75037,0.396764,0,0
1,198,0.820916,0.316479,-0.0122049,0.0120703
0,199,0.202116,0.437314,0,0
1,200,0.0398537,0.13548,-0.0169184,0.00320594
0,201,0.647966,0.141879,0,0
0,202,0.609747,0.966892,0,0
0,203,0.167148,0.595799,0,0
0,204,0.209102,0.634049,0,0
0,205,0.876456,0.306934,0,0
0,206,0.471438,0.125378,0,0
0,207,0.0350291,0.231501,0,0
0,208,0.765942,0.911551,0,0
0,209,0.953422,0.146982,0,0
0,210,0.0816207,0.426442,0,0
0,211,0.96641,0.560297,0,0
0,212,0.758115,0.276278,0,0
0,213,0.840855,0.129079,0,0
0,214,0.549525,0.108131,0,0
1,215,0.835347,0.233813,-0.011328,0.0128304
1,216,0.223315,0.48292,0.00430613,-0.016982
0,217,0.974803,0.97288,0,0
1,218,0.860432,0.758004,-0.0167983,-0.00387807
0,219,0.273884,0.947658,0,0
0,220,0.175553,0.178081,0,0
0,221,0.194306,0.361426,0,0
0,222,0.226039,0.978738,0,0
0,223,0.75537,0.598884,0,0
0,224,0.892918,0.293547,0,0
0,225,0.739899,0.500163,0,0
0,226,0.853566,0.354175,0,0
0,227,0.700069,0.727082,0,0
0,228,0.125512,0.160885,0,0
0,229,0.243758,0.555032,0,0
0,230,0.894648,0.465633,0,0
0,231,0.210133,0.561338,0,0
0,232,0.627046,0.111074,0,0
0,233,0.968226,0.932438,0,0
0,234,0.947808,0.351262,0,0
0,235,0.474515,0.189105,0,0
0,236,0.107213,0.465639,0,0
1,237,0.00156575,0.554763,0.0171022,-0.00389903
0,238,0.199008,0.959847,0,0
0,239,0.956727,0.832409,0,0
0,240,0.630546,0.778659,0,0
0,241,0.830778,0.18212,0,0
1,242,0.12855,0.919638,0.000517302,-0.0173973
0,243,0.219704,0.436872,0,0
0,244,0.679413,0.756576,0,0
0,245,0.853142,0.271532,0,0
1,246,0.0915436,0.734134,0.0109725,0.0138508
0,247,0.0646015,0.623156,0,0
0,248,0.959646,0.993574,0,0
0,249,0.78168,0.926538,0,0
0,250,0.214102,0.573677,0,0
0,251,0.815129,0.783969,0,0
0,252,0.0230231,0.25528,0,0
1,253,0.847349,0.0434298,0.0171685,-0.0043417
0,254,0.00973894,0.261108,0,0
0,255,0.164904,0.576887,0,0
0,256,0.934968,0.721678,0,0
0,257,0.674574,0.247634,0,0
0,258,0.955197,0.971119,0,0
0,259,0.662897,0.160404,0,0
0,260,0.90269,0.348145,0,0
1,261,0.826535,0.477172,0.0117577,-0.0134265
0,262,0.021909,0.452569,0,0
0,263,0.214502,0.750302,0,0
0,264,0.744255,0.50819,0,0
0,265,0.272695,0.44133,0,0
0,266,0.834295,0.972652,0,0
0,267,0.121053,0.36959,0,0
0,268,0.261484,0.675886,0,0
0,269,0.346637,0.121831,0,0
1,270,0.656946,0.16287,0.00799381,-0.0155038
0,271,0.394055,0.242736,0,0
0,272,0.757057,0.481543,0,0
0,273,0.878167,0.972329,0,0
0,274,0.982306,0.620334,0,0
0,275,0.913398,0.0401613,0,0
0,276,0.140129,0.697125,0,0
0,277,0.201249,0.527659,0,0
1,278,0.325341,0.651832,0.0140289,0.0104618
0,279,0.95922,0.28173,0,0
0,280,0.0478284,0.104068,0,0
0,281,0.0127022,0.213728,0,0
0,282,0.772128,0.447296,0,0
0,283,0.596947,0.771714,0,0
0,284,0.36513,0.87325,0,0
0,285,0.59429,0.219833,0,0
0,286,0.409774,0.792607,0,0
0,287,0.982039,0.699664,0,0
0,288,0.322032,0.804663,0,0
0,289,0.187183,0.481102,0,0
0,290,0.878697,0.28602,0,0
0,291,0.598933,0.0628164,0,0
0,292,0.904285,0.22778,0,0
0,293,0.59157,0.0424961,0,0
0,294,0.125175,0.521167,0,0
0,295,0.522786,0.787854,0,0
0,296,0.607405,0.0444031,0,0
0,297,0.116665,0.409048,0,0
0,298,0.592197,0.288567,0,0
0,299,0.632723,0.0770857,0,0
0,300,0.12908,0.647135,0,0
0,301,0.888748,0.0409027,0,0
0,302,0.149194,0.650074,0,0
0,303,0.903106,0.573059,0,0
1,304,0.149528,0.440451,0.0138172,0.0105616
0,305,0.241239,0.0737466,0,0
0,306,0.504891,0.918711,0,0
0,307,0.733734,0.659287,0,0
0,308,0.574238,0.139513,0,0
0,309,0.588339,0.101526,0,0
0,310,0.967697,0.801548,0,0
0,311,0.986709,0.692411,0,0
1,312,0.210522,0.262636,0.0170585,-0.000718195
0,313,0.792621,0.333411,0,0
0,314,0.201121,0.672093,0,0
0,315,0.676651,0.960015,0,0
0,316,0.400923,0.0593449,0,0
0,317,0.20578,0.189884,0,0
1,318,0.660205,0.760792,0.00792768,0.016068
0,319,0.0581756,0.829307,0,0
1,320,0.803202,0.00498372,-0.00637669,-0.015391
0,321,0.0110477,0.718164,0,0
0,322,0.257915,0.716296,0,0
0,323,0.61157,0.938939,0,0
0,324,0.859966,0.423289,0,0
0,325,0.437159,0.775886,0,0
0,326,0.0992118,0.158289,0,0
0,327,0.730791,0.687757,0,0
0,328,0.0677748,0.843604,0,0
0,329,0.132482,0.808835,0,0
0,330,0.793163,0.853137,0,0
0,331,0.0991833,0.10528,0,0
0,332,0.137863,0.315738,0,0
0,333,0.499169,0.741798,0,0
0,334,0.768631,0.332888,0,0
0,335,0.247405,0.538489,0,0
0,336,0.394823,0.883954,0,0
1,337,0.0544367,0.173071,-0.0174533,1.22165e-05
0,338,0.850055,0.369971,0,0
0,339,0.552527,0.895612,0,0
1,340,0.0710087,0.902125,0.0165289,-0.00375346
1,341,0.91932,0.261286,-0.0175681,0.000641551
0,342,0.932803,0.58483,0,0
0,343,0.233337,0.677359,0,0
0,344,0.157799,0.187259,0,0
0,345,0.971573,0.962279,0,0
0,346,0.808178,0.405468,0,0
0,347,0.742265,0.972003,0,0
0,348,0.217326,0.912275,0,0
0,349,0.120063,0.00709708,0,0
0,350,0.076023,0.348932,0,0
1,351,0.509628,0.841094,0.0154957,0.00799734
0,352,0.664042,0.306344,0,0
0,353,0.226393,0.837605,0,0
1,354,0.109368,0.440776,-0.0161149,-0.00584925
0,355,0.0148046,0.21074,0,0
1,356,0.578593,0.143757,0.0115576,-0.0133243
0,357,0.186438,0.229183,0,0
0,358,0.0623,0.223564,0,0
0,359,0.741098,0.690078,0,0
1,360,0.927576,0.845509,0.0038791,-0.0165649
0,361,0.0549648,0.16913,0,0
0,362,0.268092,0.495075,0,0
0,363,0.9088,0.24869,0,0
1,364,0.796643,0.170318,-0.014168,-0.0100852
0,365,0.715959,0.428061,0,0
0,366,0.151745,0.981663,0,0
0,367,0.293231,0.806587,0,0
0,368,0.283942,0.0857288,0,0
0,369,0.370618,0.997213,0,0
0,370,0.655995,0.786216,0,0
0,371,0.978803,0.59762,0,0
0,372,0.687776,0.364,0,0
0,373,0.194879,0.357009,0,0
1,374,0.541023,0.764033,-0.0146453,-0.0102388
0,375,0.249267,0.436248,0,0
0,376,0.396073,0.762892,0,0
1,377,0.185066,0.487416,0.0110501,-0.0128423
0,378,0.695544,0.0803265,0,0
0,379,0.781558,0.413107,0,0
0,380,0.958317,0.309054,0,0
0,381,0.86295,0.391776,0,0
0,382,0.970933,0.446892,0,0
0,383,0.868173,0.328289,0,0
0,384,0.99005,0.117974,0,0
0,385,0.413933,0.988925,0,0
0,386,0.486111,0.813236,0,0
0,387,0.928957,0.157927,0,0
1,388,0.643552,0.62851,-0.014609,-0.00935367
0,389,0.80181,0.841293,0,0
0,390,0.447843,0.81572,0,0
0,391,0.0187699,0.129593,0,0
0,392,0.967811,0.579981,0,0
0,393,0.92417,0.410867,0,0
0,394,0.117535,0.447181,0,0
0,395,0.320796,0.753766,0,0
0,396,0.060474,0.00473789,0,0
0,397,0.409318,0.228463,0,0
0,398,0.0688766,0.28527,0,0
0,399,0.0880114,0.715754,0,0
0,400,0.0305771,0.0756461,0,0
0,401,0.306947,0.251759,0,0
0,402,0.94549,0.785248,0,0
0,403,0.655599,0.150856,0,0
0,404,0.167039,0.753254,0,0
1,405,0.871518,0.772555,0.0168972,0.000226287
0,406,0.00460728,0.5,0,0
0,407,0.333503,0.163277,0,0
0,408,0.859001,0.490018,0,0
0,409,0.129401,0.89083,0,0
0,410,0.155723,0.976532,0,0
0,411,0.538625,0.818825,0,0
0,412,0.0596174,0.813954,0,0
0,413,0.484325,0.100384,0,0
0,414,0.908885,0.866922,0,0
0,415,0.726651,0.681787,0,0
0,416,0.122984,0.0399422,0,0
0,417,0.312889,0.135173,0,0
0,418,0.443644,0.741598,0,0
0,419,0.284104,0.271851,0,0
0,420,0.0918691,0.966603,0,0
0,421,0.325193,0.196056,0,0
1,422,0.82801,0.272173,-0.0159148,-0.00815182
1,423,0.7702,0.754621,0.0104783,0.0137643
1,424,0.975543,0.932523,0.015831,0.00400542
0,425,0.0174653,0.303331,0,0
0,426,0.121938,0.0224217,0,0
0,427,0.923254,0.838676,0,0
0,428,0.969042,0.109438,0,0
0,429,0.104079,0.931423,0,0
0,430,0.503729,0.254435,0,0
1,431,0.849316,0.879384,-0.00101456,-0.0170911
1,432,0.965798,0.57583,0.0167429,0.00190969
0,433,0.313631,0.124179,0,0
0,434,0.38034,0.760453,0,0
0,435,0.991588,0.130146,0,0
0,436,0.551605,0.207987,0,0
0,437,0.276678,0.67403,0,0
0,438,0.167997,0.178053,0,0
0,439,0.918003,0.904662,0,0
0,440,0.173341,0.866109,0,0
0,441,0.845557,0.136594,0,0
0,442,0.861574,0.854912,0,0
0,443,0.951826,0.734904,0,0
0,444,0.24297,0.0637183,0,0
0,445,0.948119,0.694951,0,0
0,446,0.0709376,0.144234,0,0
1,447,0.757891,0.944228,-0.00830272,0.0151093
0,448,0.532155,0.104184,0,0
0,449,0.139616,0.775337,0,0
1,450,0.850094,0.498497,-0.00993471,-0.0145023
1,451,0.954479,0.0505819,0.00463717,-0.0168789
0,452,0.578663,0.0612432,0,0
0,453,0.28483,0.692502,0,0
0,454,0.00949845,0.601652,0,0
1,455,0.399646,0.24057,-0.0146002,-0.00792186
0,456,0.367101,0.257474,0,0
0,457,0.818027,0.370633,0,0
0,458,0.801961,0.371934,0,0
0,459,0.0266789,0.134354,0,0
1,460,0.835201,0.121549,-0.00101509,-0.0172625
0,461,0.67212,0.968193,0,0
0,462,0.213946,0.968318,0,0
0,463,0.248545,0.665864,0,0
0,464,0.0618404,0.939464,0,0
0,465,0.0223197,0.285349,0,0
0,466,0.162817,0.367763,0,0
0,467,0.71619,0.265064,0,0
0,468,0.960042,0.751449,0,0
1,469,0.494423,0.979652,-0.0132676,0.0111211
0,470,0.0219512,0.0614324,0,0
0,471,0.323215,0.850721,0,0
0,472,0.347093,0.992681,0,0
0,473,0.0369618,0.694931,0,0
0,474,0.0401515,0.971263,0,0
0,475,0.783029,0.451779,0,0
0,476,0.31984,0.721977,0,0
1,477,0.935115,0.257622,-0.0173114,0.00445828
0,478,0.954024,0.781096,0,0
0,479,0.288114,0.196239,0,0
0,480,0.818671,0.319449,0,0
0,481,0.624044,0.18027,0,0
0,482,0.78733,0.813321,0,0
0,483,0.942347,0.0245884,0,0
0,484,0.604331,0.0328515,0,0
0,485,0.734224,0.175425,0,0
0,486,0.752512,0.0800941,0,0
0,487,0.640652,0.308358,0,0
0,488,0.457622,0.190057,0,0
0,489,0.774173,0.597113,0,0
1,490,0.97304,0.601429,0.0168809,0.00396287
0,491,0.740023,0.985135,0,0
0,492,0.787591,0.89963,0,0
0,493,0.409059,0.128225,0,0
0,494,0.0246095,0.562246,0,0
1,495,0.384102,0.0789213,0.00125277,0.0170965
0,496,0.669929,0.89357,0,0
0,497,0.329798,0.661275,0,0
0,498,0.594292,0.863365,0,0
0,499,0.743823,0.0298568,0,0
0,500,0.0170676,0.158839,0,0
0,501,0.684192,0.118424,0,0
1,502,0.784193,0.5204,-0.0141918,-0.00924893
0,503,0.431001,0.115553,0,0
0,504,0.892047,0.784089,0,0
0,505,0.258736,0.927032,0,0
0,506,0.836161,0.708414,0,0
0,507,0.432593,0.812282,0,0
0,508,0.368433,0.943165,0,0
0,509,0.839406,0.0800551,0,0
0,510,0.211077,0.499985,0,0
0,511,0.131843,0.200726,0,0
1,512,0.291373,0.19283,0.015855,0.00884265
0,513,0.0251412,0.35389,0,0
1,514,0.59123,0.881463,-0.0120816,-0.0117538
0,515,0.71551,0.874439,0,0
1,516,0.165039,0.842502,0.00747858,-0.0150529
0,517,0.542633,0.216749,0,0
0,518,0.139699,0.936836,0,0
0,519,0.108893,0.225018,0,0
1,520,0.836907,0.831324,0.0170934,-0.00368905
0,521,0.61846,0.713767,0,0
0,522,0.261976,0.193434,0,0
0,523,0.80848,0.549656,0,0
1,524,0.81208,0.238468,-0.0143264,0.00835597
0,525,0.194006,0.135973,0,0
0,526,0.170638,0.88595,0,0
0,527,0.200093,0.646517,0,0
0,528,0.048977,0.442409,0,0
0,529,0.213596,0.611348,0,0
0,530,0.750722,0.385102,0,0
1,531,0.52799,0.0560276,-0.014629,-0.0081113
1,532,0.0110745,0.409441,-0.00726351,0.0155606
0,533,0.1193,0.932578,0,0
0,534,0.830886,0.903083,0,0
1,535,0.660444,0.315523,-0.0149205,0.00880928
0,536,0.775468,0.064974,0,0
0,537,0.960485,0.70098,0,0
1,538,0.838163,0.266562,0.0158314,-0.00547091
0,539,0.348462,0.723256,0,0
0,540,0.742445,0.0313415,0,0
0,541,0.772899,0.0288733,0,0
0,542,0.435896,0.274444,0,0
0,543,0.1723,0.931026,0,0
0,544,0.987394,0.519698,0,0
0,545,0.721609,0.0665684,0,0
0,546,0.724313,0.851978,0,0
0,547,0.416989,0.274633,0,0
0,548,0.155873,0.324478,0,0
0,549,0.810853,0.1761,0,0
1,550,0.130622,0.144134,-0.0150973,-0.00900877
0,551,0.136699,0.157519,0,0
1,552,0.127247,0.104172,0.0126701,-0.011724
0,553,0.0640668,0.799052,0,0
0,554,0.476923,0.0811144,0,0
0,555,0.655349,0.875902,0,0
0,556,0.12819,0.0269941,0,0
0,557,0.844443,0.490241,0,0
0,558,0.227385,0.846196,0,0
1,559,0.205225,0.838421,-0.00659739,0.0163948
0,560,0.0651037,0.442641,0,0
0,561,0.21265,0.95039,0,0
0,562,0.61025,0.145296,0,0
0,563,0.793194,0.0989281,0,0
0,564,0.981056,0.782713,0,0
0,565,0.631445,0.972316,0,0
1,566,0.878205,0.997894,0.0172848,-0.00271952
0,567,0.309176,0.370569,0,0
0,568,0.428529,0.107928,0,0
0,569,0.795346,0.312353,0,0
0,570,0.0654317,0.52471,0,0
0,571,0.753333,0.795964,0,0
0,572,0.623073,0.966908,0,0
0,573,0.884066,0.122125,0,0
0,574,0.530101,0.24374,0,0
0,575,0.474841,0.193979,0,0
0,576,0.869931,0.0386534,0,0
1,577,0.718962,0.457128,-0.0133731,-0.0107743
0,578,0.0226867,0.217028,0,0
0,579,0.805805,0.815666,0,0
0,580,0.751345,0.695366,0,0
0,581,0.947625,0.263888,0,0
0,582,0.518868,0.123883,0,0
0,583,0.794681,0.523767,0,0
0,584,0.390983,0.801591,0,0
0,585,0.715059,0.885383,0,0
1,586,0.965763,0.0545257,0.0164769,0.00369393
0,587,0.102177,0.11282,0,0
0,588,0.753466,0.509336,0,0
1,589,0.848987,0.563563,0.0180565,-0.00069084
0,590,0.272606,0.703179,0,0
0,591,0.136168,0.798719,0,0
1,592,0.975342,0.885973,0.0168616,-0.00111231
0,593,0.228671,0.361008,0,0
0,594,0.838936,0.57752,0,0
0,595,0.00456769,0.0759538,0,0
0,596,0.811426,0.923838,0,0
1,597,0.124045,0.868626,-0.0171915,0.0011236
0,598,0.0880503,0.585081,0,0
0,599,0.638915,0.100049,0,0
0,600,0.981291,0.147646,0,0
0,601,0.183837,0.368599,0,0
0,602,0.213779,0.953935,0,0
0,603,0.142267,0.361197,0,0
0,604,0.769439,0.0598015,0,0
0,605,0.303036,0.691303,0,0
0,606,0.958816,0.934348,0,0
0,607,0.89934,0.708361,0,0
0,608,0.0322037,0.332596,0,0
1,609,0.307387,0.552987,-0.0164526,0.00582054
0,610,0.662767,0.865166,0,0
0,611,0.93984,0.753487,0,0
0,612,0.47977,0.0994383,0,0
0,613,0.303373,0.355411,0,0
0,614,0.0681745,0.791825,0,0
0,615,0.137055,0.252363,0,0
0,616,0.298508,0.72743,0,0
0,617,0.682779,0.664476,0,0
0,618,0.155027,0.426485,0,0
0,619,0.799079,0.91773,0,0
0,620,0.215187,0.190309,0,0
0,621,0.624476,0.884002,0,0
0,622,0.844224,0.731689,0,0
0,623,0.0168894,0.427949,0,0
0,624,0.774156,0.818535,0,0
0,625,0.547975,0.903656,0,0
0,626,0.998593,0.686388,0,0
0,627,0.993014,0.445882,0,0
0,628,0.934137,0.856473,0,0
1,629,0.124204,0.176892,-0.0168688,-0.00490215
0,630,0.0921159,0.319157,0,0
0,631,0.468735,0.260864,0,0
0,632,0.862705,0.592491,0,0
0,633,0.533534,0.757553,0,0
0,634,0.222657,0.781314,0,0
0,635,0.280571,0.156283,0,0
1,636,0.0604299,0.20202,-0.00147179,-0.0176847
0,637,0.892506,0.0331336,0,0
0,638,0.0225049,0.651343,0,0
0,639,0.234018,0.100391,0,0
0,640,0.243114,0.648598,0,0
0,641,0.975905,0.829802,0,0
1,642,0.871096,0.785798,0.00986111,0.0136852
0,643,0.85674,0.0825141,0,0
1,644,0.439422,0.997953,-0.000331144,-0.017182
0,645,0.899378,0.714544,0,0
0,646,0.789407,0.787805,0,0
1,647,0.942876,0.321708,-0.01465,0.00893633
0,648,0.766131,0.137526,0,0
0,649,0.833494,0.573943,0,0
0,650,0.106131,0.232638,0,0
0,651,0.17781,0.738584,0,0
1,652,0.0670516,0.134051,-0.0170484,-0.000483663
0,653,0.265173,0.722851,0,0
0,654,0.211754,0.484496,0,0
0,655,0.592294,0.0482537,0,0
1,656,0.0853314,0.968306,0.0164697,-0.00476553
1,657,0.378789,0.362712,-0.00401801,-0.0172054
1,658,0.290921,0.649627,-0.0121767,0.0121466
0,659,0.932236,0.879171,0,0
0,660,0.724197,0.109557,0,0
0,661,0.987635,0.583885,0,0
0,662,0.27386,0.81254,0,0
0,663,0.263165,0.314985,0,0
0,664,0.447256,0.0620438,0,0
0,665,0.932778,0.367893,0,0
0,666,0.21467,0.462489,0,0
0,667,0.042553,0.466624,0,0
0,668,0.664619,0.914457,0,0
0,669,0.601238,0.194992,0,0
0,670,0.125188,0.273323,0,0
0,671,0.964229,0.983172,0,0
0,672,0.884659,0.401984,0,0
0,673,0.830447,0.737258,0,0
0,674,0.331153,0.81986,0,0
0,675,0.0818204,0.0478223,0,0
0,676,0.0355053,0.895734,0,0
1,677,0.86886,0.334028,0.0165025,0.00382193
0,678,0.101695,0.404612,0,0
0,679,0.014952,0.675887,0,0
0,680,0.780922,0.738321,0,0
0,681,0.190426,0.476867,0,0
0,682,0.162202,0.377507,0,0
0,683,0.412073,0.242083,0,0
0,684,0.531279,0.752619,0,0
0,685,0.298581,0.181163,0,0
0,686,0.844971,0.384197,0,0
0,687,0.348787,0.193358,0,0
1,688,0.221085,0.94631,0.00316483,-0.0169144
1,689,0.13012,0.0334544,-0.0159127,-0.00632853
0,690,0.541957,0.843835,0,0
0,691,0.260369,0.970074,0,0
0,692,0.0644265,0.595132,0,0
0,693,0.538909,0.8194,0,0
0,694,0.272962,0.167416,0,0
0,695,0.864526,0.273082,0,0
0,696,0.490004,0.848931,0,0
0,697,0.518035,0.929917,0,0
0,698,0.879018,0.0541355,0,0
0,699,0.384753,0.957929,0,0
1,700,0.00761676,0.619844,-0.017689,-0.00169832
0,701,0.814953,0.404581,0,0
0,702,0.0991298,0.236464,0,0
0,703,0.597296,0.835067,0,0
0,704,0.69242,0.239216,0,0
0,705,0.190435,0.269893,0,0
0,706,0.163475,0.526972,0,0
0,707,0.998102,0.218276,0,0
0,708,0.148419,0.505213,0,0
0,709,0.772533,0.0488975,0,0
0,710,0.203347,0.032071,0,0
0,711,0.279723,0.307394,0,0
0,712,0.198732,0.639998,0,0
1,713,0.684545,0.0954518,0.0144481,0.00889013
0,714,0.018186,0.398417,0,0
0,715,0.0801489,0.83336,0,0
1,716,0.774278,0.0159941,-0.00279489,-0.0171088
0,717,0.0899527,0.690288,0,0
1,718,0.147381,0.195603,-0.0122791,0.0123762
0,719,0.860933,0.696044,0,0
0,720,0.636405,0.853895,0,0
0,721,0.836073,0.605843,0,0
0,722,0.0242765,0.164351,0,0
0,723,0.0477136,0.310705,0,0
0,724,0.084735,0.733317,0,0
0,725,0.447185,0.112087,0,0
1,726,0.172143,0.170122,0.00601113,-0.0163334
0,727,0.83924,0.511012,0,0
0,728,0.91132,0.797287,0,0
0,729,0.307842,0.654393,0,0
0,730,0.526321,0.884729,0,0
0,731,0.735357,0.240131,0,0
0,732,0.702317,0.844631,0,0
1,733,0.403656,0.922868,-0.0133964,0.0113317
0,734,0.0114267,0.594019,0,0
0,735,0.973269,0.492137,0,0
1,736,0.364026,0.989454,-0.0160217,-0.00751379
0,737,0.124597,0.678106,0,0
0,738,0.620379,0.196599,0,0
0,739,0.856379,0.777332,0,0
0,740,0.0193079,0.521522,0,0
0,741,0.163192,0.978643,0,0
0,742,0.291313,0.924494,0,0
0,743,0.849208,0.174174,0,0
1,744,0.668561,0.0448133,0.0161916,-0.00523014
0,745,0.683544,0.14216,0,0
0,746,0.520874,0.259228,0,0
0,747,0.00798448,0.620907,0,0
1,748,0.853894,0.0753834,-0.0169801,0.0047053
1,749,0.66075,0.38745,-0.0126344,0.0120525
0,750,0.966565,0.999874,0,0
0,751,0.88901,0.362692,0,0
0,752,0.55696,0.254504,0,0
1,753,0.173275,0.766453,0.0175787,-0.00361348
0,754,0.220582,0.158803,0,0
0,755,0.794454,0.376301,0,0
0,756,0.965089,0.598476,0,0
0,757,0.552953,0.0705808,0,0
0,758,0.774306,0.376789,0,0
0,759,0.789212,0.0527873,0,0
0,760,0.0811467,0.247261,0,0
0,761,0.723092,0.0315149,0,0
0,762,0.97092,0.870022,0,0
0,763,0.238194,0.373758,0,0
0,764,0.922306,0.317428,0,0
0,765,0.92048,0.945539,0,0
0,766,0.051468,0.816931,0,0
1,767,0.0181441,0.816446,-0.0164633,-0.00511054
0,768,0.0174948,0.796773,0,0
0,769,0.231718,0.945171,0,0
1,770,0.700926,0.746808,-0.00944691,-0.0141515
0,771,0.453297,0.969077,0,0
0,772,0.456927,0.0357626,0,0
0,773,0.693904,0.179479,0,0
0,774,0.205023,0.406703,0,0
0,775,0.00311325,0.160165,0,0
0,776,0.880443,0.32592,0,0
0,777,0.246278,0.420192,0,0
0,778,0.312988,0.197428,0,0
1,779,0.186864,0.862909,0.000192662,0.0167741
0,780,0.543781,0.162128,0,0
1,781,0.299322,0.873818,0.00714159,0.0156453
0,782,0.763781,0.347709,0,0
0,783,0.565299,0.966243,0,0
0,784,0.853725,0.504356,0,0
1,785,0.730921,0.201352,-0.0108634,0.0127043
1,786,0.321567,0.18668,-0.00640819,0.0162875
0,787,0.247604,0.0921989,0,0
0,788,0.198735,0.299108,0,0
0,789,0.773735,0.881599,0,0
0,790,0.0783246,0.939084,0,0
0,791,0.366878,0.0371361,0,0
0,792,0.875783,0.397067,0,0
0,793,0.969603,0.114764,0,0
1,794,0.805852,0.490922,0.0132494,0.0107486
0,795,0.96475,0.203684,0,0
0,796,0.0794686,0.00778092,0,0
0,797,0.64817,0.235074,0,0
0,798,0.189368,0.701732,0,0
0,799,0.652925,0.31617,0,0
1,800,0.726478,0.940837,0.0131248,-0.0123406
0,801,0.0183672,0.827968,0,0
1,802,0.224433,0.536949,0.00868477,-0.0142339
0,803,0.414226,0.975385,0,0
0,804,0.0588295,0.0768331,0,0
0,805,0.756202,0.775738,0,0
0,806,0.917681,0.253568,0,0
0,807,0.404694,0.804635,0,0
0,808,0.193888,0.799225,0,0
1,809,0.890856,0.12961,0.0163574,-0.00676147
0,810,0.762083,0.978881,0,0
0,811,0.942217,0.275666,0,0
0,812,0.0175427,0.822571,0,0
0,813,0.366439,0.196756,0,0
0,814,0.995254,0.523195,0,0
0,815,0.0421952,0.508765,0,0
0,816,0.281943,0.25792,0,0
0,817,0.0503108,0.754838,0,0
0,818,0.782648,0.067468,0,0
0,819,0.666703,0.171847,0,0
0,820,0.258398,0.41693,0,0
0,821,0.538664,0.782408,0,0
0,822,0.110887,0.593511,0,0
0,823,0.867902,0.0659018,0,0
0,824,0.926584,0.39221,0,0
0,825,0.277191,0.601113,0,0
1,826,0.269406,0.556969,-0.0149876,0.00829445
0,827,0.35682,0.114304,0,0
0,828,0.9021,0.486295,0,0
0,829,0.467291,0.27194,0,0
0,830,0.183142,0.522252,0,0
0,831,0.056923,0.580167,0,0
0,832,0.739888,0.768791,0,0
0,833,0.0440113,0.0644356,0,0
0,834,0.673021,0.0594659,0,0
0,835,0.92803,0.875563,0,0
1,836,0.927225,0.467261,0.0136654,-0.0116146
1,837,0.631821,0.935971,0.013078,-0.0118223
0,838,0.91343,0.6262,0,0
1,839,0.178955,0.482365,0.0115872,0.0122226
1,840,0.160853,0.725089,-0.0142503,0.0094716
1,841,0.90417,0.725389,-0.00976856,0.01409
0,842,0.156692,0.245564,0,0
0,843,0.295438,0.200243,0,0
0,844,0.0240071,0.380428,0,0
0,845,0.0831449,0.789601,0,0
0,846,0.688422,0.224103,0,0
0,847,0.749782,0.22957,0,0
0,848,0.714454,0.190962,0,0
0,849,0.0274595,0.764306,0,0
0,850,0.894633,0.896282,0,0
0,851,0.864396,0.542796,0,0
0,852,0.214934,0.233239,0,0
1,853,0.482625,0.960614,0.0104959,0.0133963
0,854,0.108139,0.31478,0,0
1,855,0.630243,0.0309667,0.00658935,-0.0156679
0,856,0.487507,0.859099,0,0
0,857,0.439644,0.0862524,0,0
1,858,0.847038,0.205888,0.00597075,-0.0168365
0,859,0.809926,0.226,0,0
1,860,0.350243,0.18961,0.0151818,0.00805525
1,861,0.268126,0.363266,-0.0167076,0.00450791
0,862,0.231603,0.62694,0,0
0,863,0.0111428,0.64758,0,0
0,864,0.273845,0.728466,0,0
0,865,0.836296,0.0560016,0,0
0,866,0.0465665,0.533765,0,0
0,867,0.134024,0.778229,0,0
0,868,0.540939,0.273858,0,0
0,869,0.74457,0.517829,0,0
0,870,0.771382,0.777696,0,0
0,871,0.324513,0.942877,0,0
0,872,0.814439,0.82666,0,0
0,873,0.0186585,0.87078,0,0
0,874,0.676905,0.260976,0,0
1,875,0.404147,0.867676,-0.00667388,0.0160869
0,876,0.992262,0.3137,0,0
0,877,0.0937764,0.745105,0,0
0,878,0.179569,0.353924,0,0
0,879,0.284205,0.406035,0,0
0,880,0.226034,0.130378,0,0
1,881,0.0370604,0.573264,-0.0132102,-0.0112113
1,882,0.0169821,0.590998,0.00784162,-0.0156864
0,883,0.0349504,0.56855,0,0
0,884,0.821067,0.789821,0,0
0,885,0.619775,0.894396,0,0
0,886,0.911938,0.973211,0,0
0,887,0.0343552,0.366143,0,0
